decimalLatitude,decimalLongitude,year
-41.6247,147.9317,1993
-41.6586,148.0764,1993
-41.3486,147.7378,1993
-41.4303,147.7650,1993
-41.2794,147.9400,1993
-41.2725,147.7967,1993
-41.4053,148.1869,1993
-41.2581,147.6578,1993
-41.3336,147.5069,1993
-41.3081,147.3347,1993
-41.3233,147.3383,1993
-41.3178,147.4053,1993
-41.2511,145.8925,1993
-42.9414,147.9219,1993
-42.8831,147.7850,1993
-42.9372,147.8961,1993
-40.9964,144.9861,1993
-41.4172,145.5953,1993
-41.4881,147.3931,1993
-41.4144,147.3136,1993
-41.4297,147.3628,1993
-41.0725,147.6822,1993
-41.0247,147.6556,1993
-41.0778,147.6978,1993
-41.0572,147.6403,1993
-41.0444,147.6747,1993
-41.0633,147.6869,1993
-41.0644,147.6656,1993
-41.0544,147.6653,1993
-41.4158,147.6450,1993
-41.4286,147.5903,1993
-41.4625,147.6744,1993
-41.4658,147.7356,1993
-41.4394,148.0056,1993
-41.1425,147.7258,1993
-41.3844,148.1125,1993
-41.0881,147.7742,1993
-41.4247,148.0400,1993
-41.0275,147.8161,1993
-41.0458,147.7342,1993
-41.1514,147.5842,1993
-41.0550,147.7200,1993
-41.0444,147.6878,1993
-41.0536,147.6750,1993
-41.0561,147.6869,1993
-41.0600,147.6642,1993
-41.0644,147.6750,1993
-41.0433,147.7106,1993
-41.0633,147.6942,1993
-41.0508,147.6583,1993
-41.0564,147.6606,1993
-41.1661,147.1658,1993
-41.1733,147.1539,1993
-41.1769,147.1492,1993
-41.1861,147.1469,1993
-41.2017,144.6961,1993
-41.1872,144.6917,1993
-41.2153,144.6908,1993
-41.1928,144.6975,1993
-41.1025,144.6803,1993
-41.1403,144.6861,1993
-41.1347,144.6756,1993
-41.0925,144.6831,1993
-41.1883,144.6964,1993
-41.1817,144.6858,1993
-41.1592,144.6747,1993
-41.1503,144.6822,1993
-41.1283,144.6736,1993
-41.1169,144.6811,1993
-41.0781,144.6753,1993
-41.0836,144.6811,1993
-41.3125,144.7422,1993
-41.2853,144.7217,1993
-41.2997,144.7283,1993
-41.3233,144.7406,1993
-41.3492,144.7733,1993
-41.3308,144.7489,1993
-41.4089,144.7844,1993
-41.4142,144.7733,1993
-41.3675,144.7833,1993
-41.3694,144.7906,1993
-41.2572,144.7214,1993
-41.0833,147.6706,1993
-41.0858,147.7014,1993
-41.0672,147.6511,1993
-41.4275,144.7669,1993
-41.4614,144.7969,1993
-41.4469,144.7950,1993
-41.4889,144.8211,1993
-41.5356,144.8628,1993
-41.5228,144.8561,1993
-41.5811,144.8889,1993
-41.5892,144.8897,1993
-41.5619,144.8775,1993
-41.5747,144.8842,1993
-41.5033,144.8314,1993
-41.5128,144.8431,1993
-41.6139,144.9058,1993
-41.4769,144.8144,1993
-41.4753,144.8169,1993
-41.6028,144.8953,1993
-41.6083,144.8989,1993
-41.4186,144.7722,1993
-41.3392,144.7653,1993
-41.2406,144.7017,1993
-41.2189,144.6917,1993
-41.2508,144.7108,1993
-41.0661,144.6675,1993
-41.0589,144.6653,1993
-41.0633,144.6628,1993
-41.6417,144.9061,1993
-41.6572,144.9128,1993
-41.6308,144.9053,1993
-41.6653,144.9197,1993
-41.6472,144.9058,1993
-41.1008,147.7303,1993
-41.0911,147.7181,1993
-41.1050,147.6669,1993
-41.1058,147.6850,1993
-41.1067,147.6981,1993
-41.3022,146.9847,1993
-41.2942,147.0311,1993
-41.2686,146.4425,1993
-41.2692,146.3733,1993
-41.3333,146.4469,1993
-41.2189,146.4369,1993
-41.6806,146.4944,1993
-41.6858,146.4978,1993
-40.9950,147.0608,1993
-41.4811,145.4478,1993
-41.4389,145.6008,1993
-41.4783,145.4503,1993
-40.9314,145.4358,1993
-41.6842,146.9486,1993
-41.8508,148.0097,1993
-41.7731,147.8328,1993
-41.7778,147.8256,1993
-41.8719,147.9678,1993
-41.9339,147.5961,1993
-41.1786,145.2667,1993
-41.1794,145.2689,1993
-41.3675,145.5869,1993
-41.3683,145.5869,1993
-41.4153,145.5894,1993
-41.6625,146.9606,1993
-41.6797,146.9078,1993
-41.6850,146.9028,1993
-41.0467,145.8958,1993
-41.0483,145.8947,1993
-41.0492,145.8936,1993
-41.0503,145.8922,1993
-41.0803,145.9264,1993
-41.0811,145.9228,1993
-41.0681,145.9611,1993
-41.0742,145.9525,1993
-41.0811,145.9203,1993
-41.0808,145.9086,1993
-41.0819,145.9072,1993
-41.7800,147.5742,1993
-41.7800,147.5753,1993
-41.5483,146.9714,1993
-41.4639,146.6386,1993
-41.6219,146.7925,1993
-41.0800,145.9144,1993
-41.2172,145.0353,1993
-41.1889,145.1328,1993
-41.1261,145.0297,1993
-41.1711,145.0881,1993
-41.0864,145.9250,1993
-41.0772,145.9086,1993
-41.6853,146.3742,1993
-41.6986,146.3656,1993
-41.6906,146.9894,1993
-41.6969,146.9906,1993
-41.6500,147.0133,1993
-41.5303,147.1128,1993
-41.5744,147.0386,1993
-41.6986,146.8536,1993
-41.7094,146.8728,1993
-41.5733,147.2378,1993
-41.5486,147.3192,1993
-41.5308,147.3047,1993
-41.7147,146.8847,1993
-41.7203,146.8908,1993
-41.7347,146.8872,1993
-41.7861,147.0783,1993
-41.6661,146.8561,1993
-41.6933,146.8933,1993
-41.6517,146.9197,1993
-41.7525,146.8847,1993
-41.6761,146.8919,1993
-41.6769,146.9028,1993
-41.6825,146.8981,1993
-41.6517,146.8814,1993
-41.7372,146.9100,1993
-41.5833,146.8358,1993
-41.7608,146.8797,1993
-41.6914,146.8644,1993
-41.6806,146.9078,1993
-41.7850,146.9028,1993
-41.7733,146.8797,1993
-41.5547,145.9017,1993
-41.5525,145.7664,1993
-41.5617,145.8883,1993
-41.1725,145.4778,1993
-41.1761,145.4800,1993
-42.2272,145.6164,1993
-42.1614,145.5356,1993
-41.4825,147.1428,1994
-41.7464,146.8353,1994
-41.7906,146.8486,1994
-41.7669,146.8172,1994
-40.9967,147.5256,1994
-40.8644,147.6361,1994
-40.9992,147.3544,1994
-41.0064,147.3356,1994
-40.8483,147.6514,1994
-41.0614,147.5714,1994
-41.0861,147.4644,1994
-41.1158,147.4503,1994
-41.1267,147.4506,1994
-41.1378,147.5650,1994
-41.1728,147.4103,1994
-41.0828,147.3703,1994
-41.0847,147.3764,1994
-41.0867,147.5217,1994
-41.1761,147.4650,1994
-41.1253,147.3600,1994
-41.0422,147.3953,1994
-41.4433,145.6117,1994
-41.5650,145.6822,1994
-41.8283,145.6308,1994
-41.5539,145.9006,1994
-41.7311,146.8667,1994
-41.7347,146.8872,1994
-41.6986,146.8619,1994
-41.7653,146.8833,1994
-41.0864,145.9250,1994
-41.1542,145.7547,1994
-43.5275,146.5028,1994
-43.5283,146.4964,1994
-43.5339,146.8875,1994
-42.8614,147.4494,1994
-41.9347,145.6336,1994
-41.9347,145.6358,1994
-43.2875,146.6144,1994
-41.3011,146.3086,1994
-41.2297,146.2639,1994
-41.2847,146.2550,1994
-41.7711,147.3636,1994
-42.1272,145.8786,1994
-42.1364,145.8772,1994
-42.2142,146.0175,1994
-42.2172,146.0806,1994
-42.2172,146.0600,1994
-42.2656,146.2750,1994
-42.2131,146.1231,1994
-42.2131,146.0964,1994
-42.3094,146.3789,1994
-42.3086,146.3861,1994
-42.8192,146.1097,1994
-42.8381,146.2403,1994
-42.7764,146.0369,1994
-42.8278,146.3161,1994
-42.7778,146.3986,1994
-42.7522,146.5089,1994
-42.7589,146.4050,1994
-42.7947,146.5844,1994
-42.7714,146.5944,1994
-41.6847,146.7369,1994
-41.7011,146.7214,1994
-41.6433,146.7192,1994
-41.7092,146.7261,1994
-41.7192,146.7247,1994
-41.6497,146.7156,1994
-41.6542,146.7217,1994
-41.5414,147.3886,1994
-41.5194,147.4531,1994
-41.4672,147.4433,1994
-41.4797,147.4350,1994
-41.5169,147.4183,1994
-41.3442,147.3600,1994
-41.3611,147.3481,1994
-41.5158,147.4375,1994
-41.5181,147.3656,1994
-41.3811,147.3206,1994
-41.5314,147.3503,1994
-41.4928,147.3608,1994
-41.4208,145.5978,1994
-41.4172,145.5953,1994
-41.1606,146.7142,1994
-41.2636,146.3389,1994
-41.1708,146.0906,1994
-41.5519,146.2447,1994
-41.5461,146.2831,1994
-41.5722,146.2925,1994
-41.5075,146.3172,1994
-41.4742,146.3403,1994
-41.4406,146.2856,1994
-41.5997,146.4039,1994
-41.1742,146.0572,1994
-41.1742,146.0583,1994
-41.3461,145.6853,1994
-40.9097,144.9708,1994
-41.1639,147.3433,1994
-41.1694,147.3603,1994
-41.2392,147.1900,1994
-41.2003,147.2603,1994
-41.6075,145.7678,1994
-41.4358,146.4183,1994
-41.4000,146.4211,1994
-41.4542,146.4542,1994
-41.4719,146.4350,1994
-41.2800,146.4114,1994
-41.3800,146.3842,1994
-41.4111,146.3325,1994
-41.4122,146.3350,1994
-41.3344,146.6919,1994
-41.3806,146.7644,1994
-41.7958,147.1253,1994
-41.3142,146.5558,1994
-41.3450,146.6044,1994
-41.3567,147.3922,1994
-41.3694,147.2764,1994
-41.6311,147.0975,1994
-41.4394,147.3689,1994
-41.4539,147.3750,1994
-41.3833,147.4989,1994
-41.4003,147.5181,1994
-41.4544,147.4731,1994
-41.4661,147.4983,1994
-41.5644,147.1453,1994
-41.5150,147.3981,1994
-41.5178,147.3992,1994
-41.5197,147.3897,1994
-41.3389,147.2572,1994
-41.4114,146.9917,1994
-41.1733,146.3267,1994
-41.2217,146.2950,1994
-41.4744,147.4122,1994
-41.4647,147.4061,1994
-41.4675,147.3967,1994
-41.4711,147.3797,1994
-41.4736,147.3906,1994
-41.6042,147.4094,1994
-41.5744,147.4453,1994
-41.3983,147.3281,1994
-41.4017,147.3400,1994
-41.4217,147.3436,1994
-41.4325,147.3519,1994
-41.4333,147.3653,1994
-41.4422,147.3533,1994
-41.4483,147.4264,1994
-41.4511,147.4347,1994
-41.4906,147.4314,1994
-41.2719,146.2383,1994
-41.4225,146.2667,1994
-41.3450,146.2661,1994
-41.3419,146.3464,1994
-41.3747,146.2742,1994
-42.9703,147.0222,1994
-42.9703,147.0233,1994
-42.9711,147.0222,1994
-42.2439,147.4025,1994
-41.2864,144.9306,1994
-41.1414,145.0400,1994
-41.7508,145.6411,1994
-41.7028,145.3344,1994
-41.4083,147.6725,1994
-41.4094,147.6739,1994
-41.5694,147.9561,1994
-41.5547,147.8756,1994
-41.5450,147.8622,1994
-41.3639,147.5644,1994
-35.5800,149.9200,1994
-41.3864,147.3422,1995
-41.3972,147.3781,1995
-41.4025,147.3831,1995
-41.1267,147.0478,1995
-41.1564,147.0622,1995
-41.2039,147.2078,1995
-41.1544,147.1169,1995
-41.3175,147.2475,1995
-41.2300,147.2125,1995
-41.2528,147.0872,1995
-41.2175,147.1694,1995
-41.2086,147.1361,1995
-41.2858,147.1828,1995
-41.3217,147.2942,1995
-41.4289,147.3186,1995
-41.4406,147.3353,1995
-41.9372,146.8953,1995
-41.9481,146.8892,1995
-41.8139,146.9219,1995
-42.9033,147.2439,1995
-42.8892,147.2353,1995
-41.8439,146.5822,1995
-41.8972,146.6228,1995
-42.1119,146.9372,1995
-41.9469,147.3031,1995
-41.9478,147.3103,1995
-41.4450,147.3700,1995
-41.4494,147.3797,1995
-41.4503,147.3844,1995
-41.4511,147.3797,1995
-41.4567,147.3881,1995
-41.4575,147.3869,1995
-41.4269,147.3711,1995
-41.4297,147.3664,1995
-41.4386,147.3678,1995
-41.4422,147.3664,1995
-40.9522,147.3506,1995
-41.0508,147.1311,1995
-41.0528,147.1300,1995
-41.0356,147.1000,1995
-41.1692,146.0942,1995
-40.9467,145.7158,1995
-40.9608,145.6206,1995
-41.8411,145.4958,1995
-41.8392,145.4969,1995
-41.4492,145.9886,1995
-41.4553,145.9717,1995
-41.3656,145.5844,1995
-41.4756,146.2528,1995
-41.4767,146.2719,1995
-41.4800,146.2564,1995
-41.4836,146.2647,1995
-41.1933,145.6394,1995
-41.2111,145.6128,1995
-41.5117,147.5467,1995
-41.5303,147.4114,1995
-41.4981,147.3908,1995
-41.4972,147.5800,1995
-41.4686,147.5342,1995
-41.5275,147.4856,1995
-41.5233,147.5683,1995
-41.5114,147.4064,1995
-41.5114,147.4256,1995
-41.5650,147.5219,1995
-41.5625,147.4714,1995
-41.5917,147.3986,1995
-41.5417,147.5278,1995
-41.5489,147.5386,1995
-41.4453,147.5042,1995
-41.4075,147.4739,1995
-41.3892,147.5586,1995
-41.3992,147.5350,1995
-41.4917,147.3811,1995
-41.4944,147.3739,1995
-41.4836,147.3656,1995
-41.3867,147.2681,1995
-41.3983,147.2742,1995
-41.3289,147.3228,1995
-41.3622,147.3028,1995
-41.4678,147.5056,1995
-41.4517,147.5244,1995
-41.5025,147.4256,1995
-41.4725,147.4647,1995
-41.4833,147.4650,1995
-41.5147,147.5131,1995
-41.5064,147.3272,1995
-41.4811,147.3486,1995
-41.4964,147.3500,1995
-41.5186,147.4556,1995
-41.4072,147.3244,1995
-41.5272,147.5264,1995
-41.4931,147.5022,1995
-41.5144,147.5311,1995
-41.4453,147.3019,1995
-41.4469,147.3103,1995
-41.4200,147.2994,1995
-41.4308,147.3089,1995
-41.3694,148.1708,1995
-41.4278,147.3556,1995
-41.4342,147.3581,1995
-41.4422,147.3461,1995
-41.4458,147.3628,1995
-41.4567,147.3725,1995
-41.4575,147.3594,1995
-41.4306,147.3617,1995
-41.4306,147.3747,1995
-41.4414,147.3808,1995
-41.4442,147.3497,1995
-41.4464,147.1103,1995
-41.4553,147.1114,1995
-41.4536,147.1175,1995
-41.2717,148.0317,1995
-41.2725,148.0317,1995
-41.2733,148.0294,1995
-41.2733,148.0331,1995
-41.2744,148.0281,1995
-41.3850,148.1256,1995
-41.3894,148.1292,1995
-41.2633,148.0353,1995
-41.2644,148.0375,1995
-41.2653,148.0364,1995
-41.4381,146.7297,1995
-41.4397,146.7283,1995
-41.3628,147.4628,1995
-41.3314,147.3958,1995
-41.3322,147.4317,1995
-41.4336,147.2839,1995
-41.4372,147.2814,1995
-41.4406,147.2864,1995
-41.4561,147.2922,1995
-41.7758,146.7150,1995
-41.7056,146.7153,1995
-41.4683,147.3511,1995
-41.4550,147.3439,1995
-41.4578,147.3439,1995
-41.4683,147.3594,1995
-41.4772,147.4217,1995
-41.4800,147.3919,1995
-41.4800,147.3956,1995
-41.4819,147.3847,1995
-41.4908,147.4169,1995
-41.3683,145.5844,1995
-41.3975,147.3111,1995
-41.4197,147.3556,1995
-41.1375,145.0700,1995
-41.1572,145.0564,1995
-41.3814,148.1281,1995
-41.3869,148.1219,1995
-41.4994,146.0811,1996
-41.6617,146.3250,1996
-41.6514,146.2867,1996
-41.6636,146.3744,1996
-41.6808,146.3681,1996
-41.6844,146.3706,1996
-41.8422,145.5247,1996
-41.8614,145.5364,1996
-41.7975,145.5328,1996
-41.4961,146.2322,1996
-41.4961,146.2394,1996
-41.4728,146.1306,1996
-41.5469,146.0314,1996
-41.1494,146.6461,1996
-41.1514,146.6475,1996
-41.1567,146.6128,1996
-41.1739,146.0344,1996
-41.1758,146.0344,1996
-41.1475,145.6381,1996
-41.0800,145.9144,1996
-41.1058,146.8811,1996
-41.1975,147.2947,1996
-41.8828,147.5800,1996
-41.8864,147.5800,1996
-40.8858,145.4714,1996
-41.0778,146.7169,1996
-41.1000,146.6619,1996
-42.8383,147.3378,1996
-40.9278,145.4347,1996
-40.9467,145.7169,1996
-41.4289,147.3603,1996
-41.3831,148.2403,1996
-41.3397,148.0711,1996
-41.3425,148.0567,1996
-41.3486,148.0761,1996
-41.1775,146.0297,1996
-41.4172,145.5953,1996
-41.4181,145.5978,1996
-41.1303,146.5439,1996
-41.1581,146.5233,1996
-41.1617,146.5222,1996
-41.2719,146.1203,1996
-41.2378,146.1375,1996
-41.0911,144.9844,1996
-41.1783,146.1478,1996
-41.1794,146.1453,1996
-41.2003,146.1917,1996
-41.1533,144.9467,1996
-41.0553,145.7650,1996
-41.0403,145.8069,1996
-41.7256,146.8847,1996
-41.7328,146.8908,1996
-41.7036,146.7225,1996
-40.9558,145.5956,1996
-41.5414,146.6094,1996
-41.4628,146.6050,1996
-41.1308,145.7694,1996
-41.1725,145.7067,1996
-42.1378,146.7292,1996
-42.2789,146.6328,1996
-42.2114,146.1303,1996
-41.2872,146.1331,1997
-41.2719,146.1203,1997
-41.1708,146.0931,1997
-41.7131,146.3739,1997
-41.6425,148.2417,1997
-41.6289,148.2536,1997
-41.3211,148.1317,1997
-41.3708,145.2389,1997
-41.3833,145.2278,1997
-41.9864,145.5153,1997
-41.8356,146.8400,1997
-41.1617,146.0644,1997
-41.3392,146.5531,1997
-41.3228,146.5103,1997
-41.2589,146.7722,1997
-41.2556,146.9406,1997
-42.8889,147.2364,1997
-41.3942,146.8483,1997
-41.3950,146.8531,1997
-41.5883,148.2467,1997
-41.5931,148.2239,1997
-41.5489,148.2303,1997
-41.5508,148.2197,1997
-41.5581,148.2103,1997
-41.6367,148.1875,1997
-41.6794,148.1500,1997
-41.6878,148.1283,1997
-41.6419,148.0147,1997
-41.6736,148.2711,1997
-41.6325,148.2381,1997
-41.7569,146.8161,1997
-41.7581,146.8161,1997
-41.7597,146.8150,1997
-41.6861,146.9906,1997
-41.6942,146.9906,1997
-41.7269,148.1761,1997
-41.6661,148.2039,1997
-41.7069,148.1792,1997
-41.6981,148.1828,1997
-41.5594,148.1539,1997
-41.6461,148.2189,1997
-41.5700,148.1781,1997
-41.7000,148.2464,1997
-41.7017,148.2478,1997
-41.5933,148.2000,1997
-41.6533,148.2181,1997
-41.6561,148.2181,1997
-41.6614,148.2228,1997
-41.6650,148.2217,1997
-41.6003,148.2325,1997
-41.5689,148.2211,1997
-43.0942,146.7125,1997
-43.0950,146.7114,1997
-43.0925,146.7175,1997
-43.0933,146.7175,1997
-43.0961,146.7078,1997
-43.0961,146.7064,1997
-43.1042,146.7358,1997
-43.1050,146.7358,1997
-43.0969,146.7064,1997
-43.0969,146.7078,1997
-43.0925,146.7114,1997
-43.0933,146.7125,1997
-43.0953,146.7531,1997
-43.0961,146.7531,1997
-43.0989,146.7458,1997
-43.0989,146.7469,1997
-43.0961,146.7508,1997
-43.0989,146.7408,1997
-43.0997,146.7408,1997
-43.0953,146.7422,1997
-43.0953,146.7433,1997
-41.2811,145.9397,1997
-41.2053,146.4217,1997
-41.2200,146.4383,1997
-41.3136,146.4614,1997
-41.3019,146.4567,1997
-41.5722,145.9386,1997
-41.5747,145.9350,1997
-41.5758,145.9339,1997
-41.5767,145.9386,1997
-41.5775,145.9397,1997
-41.5794,145.9372,1997
-41.5783,145.9350,1997
-41.5539,145.9172,1997
-41.0928,145.9178,1997
-41.0681,145.9706,1997
-41.0497,145.8353,1997
-41.1144,145.8222,1997
-41.1172,145.8269,1997
-41.0694,145.8408,1997
-41.1819,146.6414,1997
-41.1836,146.6197,1997
-41.0831,145.8333,1997
-41.0839,145.8322,1997
-41.0964,145.8214,1997
-41.0964,145.8236,1997
-41.6383,148.2825,1997
-41.5894,146.7314,1997
-41.5764,146.6200,1997
-41.5864,146.6306,1997
-41.5758,146.7206,1997
-41.3139,146.3203,1997
-41.3206,146.3742,1997
-41.3078,146.5869,1997
-41.3089,146.5881,1997
-41.3331,146.6106,1997
-41.4750,146.4647,1997
-41.4942,146.5150,1997
-41.4950,146.5161,1997
-41.4672,146.5619,1997
-41.5022,146.4969,1997
-41.5119,146.5053,1997
-41.3642,146.4992,1997
-41.3814,146.5217,1997
-41.3842,146.5181,1997
-41.3850,146.5097,1997
-41.3458,146.3881,1997
-41.3044,146.4364,1997
-41.3108,146.4136,1997
-41.3236,146.4433,1997
-41.3181,146.7039,1997
-41.2711,146.6133,1997
-41.2639,146.6669,1997
-41.2614,146.4558,1997
-41.2631,146.4533,1997
-41.2667,146.4511,1997
-41.2819,146.4258,1997
-41.2767,146.4222,1997
-41.3328,146.4828,1997
-41.4042,146.5719,1997
-41.4133,146.5706,1997
-41.4142,146.5669,1997
-41.4167,146.5647,1997
-41.3911,146.4642,1997
-41.3450,148.0939,1997
-41.2661,148.0306,1997
-41.4931,147.5369,1997
-41.5083,147.5369,1997
-41.5144,147.5539,1997
-41.3950,147.6378,1997
-41.3817,147.6436,1997
-41.4358,147.5928,1997
-41.5478,146.6608,1997
-41.5719,146.6008,1997
-41.5556,146.5900,1997
-41.5839,146.6583,1997
-41.4911,146.7342,1997
-41.4467,146.6075,1997
-41.4567,146.6097,1997
-41.4575,146.6122,1997
-41.3886,146.5158,1997
-41.3894,146.5169,1997
-41.5139,146.5353,1997
-41.6128,146.7708,1997
-41.6056,146.7494,1997
-41.2078,146.2033,1997
-41.8683,146.6892,1998
-41.9122,145.1842,1998
-41.9094,145.1917,1998
-41.9106,145.1939,1998
-41.6906,146.2083,1998
-41.6686,146.2975,1998
-41.9133,146.6106,1998
-41.8419,146.5739,1998
-41.8578,146.4797,1998
-41.8606,146.4772,1998
-41.0386,145.3750,1998
-41.5544,145.7136,1998
-40.7619,145.2989,1998
-40.9089,147.5892,1998
-41.2928,146.1450,1998
-41.2683,146.1192,1998
-41.2342,146.1375,1998
-41.1417,145.8644,1998
-41.3556,146.5386,1998
-41.1644,146.0786,1998
-40.0403,144.0475,1998
-41.1308,146.0328,1998
-41.1519,145.8764,1998
-41.1122,145.8889,1998
-41.0778,145.6086,1998
-41.0983,145.5975,1998
-41.3042,145.5583,1998
-41.7072,147.7033,1998
-41.5592,147.7819,1998
-41.6258,147.6317,1998
-41.5622,147.8506,1998
-41.6394,147.6150,1998
-41.1392,146.9583,1999
-41.7475,145.0867,1999
-41.6972,145.0858,1999
-42.0336,146.9325,1999
-41.0917,145.0819,1999
-41.0750,145.4658,1999
-41.0844,145.4358,1999
-42.5558,147.8358,1999
-40.9556,145.6267,1999
-40.9567,145.6597,1999
-40.9558,145.5944,1999
-40.8672,145.2972,1999
-40.9322,145.3633,1999
-40.9006,145.3511,1999
-40.9267,145.5667,1999
-41.0164,145.6825,1999
-41.0414,145.6700,1999
-41.3064,145.9322,1999
-41.1744,145.4872,1999
-41.0056,145.5281,1999
-41.0528,145.4781,1999
-41.5161,145.5250,2000
-41.1825,148.0089,2000
-41.1750,145.4611,2000
-41.0736,145.4861,2000
-42.3078,147.8797,2000
-42.2925,147.8700,2000
-42.2808,147.8553,2000
-42.0439,147.8883,2000
-42.1381,146.8925,2000
-42.1625,146.8356,2000
-42.1697,146.8392,2000
-41.1686,146.0547,2000
-41.0650,146.7133,2000
-41.0722,146.7181,2000
-42.5083,147.6550,2000
-42.4800,147.5381,2000
-41.5992,145.0922,2000
-41.6881,145.0811,2000
-41.4781,147.4025,2000
-41.5692,147.3744,2000
-41.3975,147.3100,2000
-41.4297,147.3628,2000
-41.4406,147.3664,2000
-42.8278,146.3161,2000
-42.7531,146.5225,2000
-42.8389,146.2367,2000
-42.8389,146.2392,2000
-41.8447,146.5822,2000
-41.6575,148.0764,2001
-41.2694,146.6636,2001
-41.5622,147.8481,2001
-43.0917,146.7458,2001
-42.7819,146.8156,2001
-42.7236,147.1272,2001
-42.8622,147.1569,2001
-42.3094,146.3875,2001
-42.7478,146.8522,2001
-42.2378,147.8486,2001
-42.7061,147.8525,2001
-42.6050,147.8803,2001
-42.0133,147.8672,2001
-41.3706,145.6142,2001
-41.4586,145.5908,2001
-42.2783,146.7369,2001
-41.8103,146.8992,2001
-41.8147,146.8483,2001
-43.0942,146.7125,2001
-42.5358,147.2997,2001
-41.8625,146.8386,2001
-41.9544,146.8831,2001
-41.8981,146.6217,2001
-41.5567,147.8756,2001
-41.5594,147.8719,2001
-42.2142,146.0175,2001
-41.5544,148.2053,2001
-41.4456,147.1175,2001
-41.1867,147.2411,2001
-41.3183,145.9558,2001
-41.3192,145.9547,2001
-41.4114,147.8964,2001
-41.4489,147.9353,2001
-41.1167,146.0792,2001
-41.4575,146.6122,2001
-41.4619,146.6158,2001
-41.5944,146.2347,2001
-41.6014,146.2272,2001
-41.6122,146.2189,2001
-42.2575,147.8475,2001
-42.2486,147.8450,2001
-42.2406,147.8461,2001
-42.2431,147.8439,2001
-42.3492,147.8939,2001
-42.2547,147.8489,2001
-42.2639,147.8222,2001
-42.2667,147.8308,2001
-42.2925,147.8700,2001
-42.2736,147.8514,2001
-41.6889,146.2142,2001
-41.6833,146.2083,2001
-41.5561,146.1692,2001
-41.5969,146.2058,2001
-41.6511,146.2231,2001
-41.6781,146.2156,2001
-42.3750,147.6525,2001
-42.4736,147.5756,2001
-41.5806,147.1814,2001
-41.7683,147.8356,2001
-41.7689,147.8372,2001
-41.6233,148.2450,2002
-41.6244,148.2425,2002
-42.1006,147.7511,2002
-42.1058,147.7681,2002
-42.1103,147.7683,2002
-42.1039,147.7997,2002
-41.8500,148.0975,2002
-42.1422,147.8389,2002
-41.1736,145.8997,2002
-42.7278,146.4603,2002
-42.7522,146.5089,2002
-42.7522,146.5164,2002
-43.0100,146.3622,2002
-42.7386,146.4956,2002
-41.1858,145.9400,2002
-41.1064,146.0486,2002
-41.2450,145.6683,2002
-41.2392,145.7067,2002
-42.7442,146.5042,2002
-42.7522,146.5150,2002
-42.7642,146.5431,2002
-42.7742,146.5944,2002
-42.7181,146.5214,2002
-42.7489,146.5664,2002
-41.0750,145.7681,2002
-40.8467,147.6383,2002
-41.6414,148.2417,2002
-41.5481,148.2303,2002
-40.8144,144.9856,2002
-40.9586,144.9800,2002
-41.1608,146.0836,2002
-41.6314,146.2631,2002
-42.1622,145.5392,2002
-41.2317,146.0408,2003
-41.0864,145.9989,2003
-42.1636,147.6358,2003
-42.1633,147.6464,2003
-42.1572,147.6503,2003
-41.1165,146.0794,2003
-41.5936,148.2242,2003
-41.1167,146.0792,2003
-41.0742,145.8669,2003
-41.3817,146.3939,2003
-41.3828,146.3942,2003
-41.3815,146.3931,2003
-41.3813,146.3938,2003
-41.3829,146.3934,2003
-41.1044,146.0211,2003
-41.0592,148.0261,2003
-41.2039,146.4731,2003
-41.2047,146.4694,2003
-42.7569,145.9931,2003
-42.7569,145.9944,2003
-42.7697,146.0053,2003
-41.5306,148.1761,2003
-41.2619,146.4092,2003
-41.2964,146.4233,2003
-41.3019,146.4303,2003
-41.3044,146.4375,2003
-41.3256,146.4708,2003
-41.3325,146.4469,2003
-42.9181,146.9714,2003
-42.9219,146.9722,2003
-42.9344,146.9650,2003
-40.9475,145.7300,2003
-40.9494,145.7278,2003
-38.6442,143.6889,2003
-38.6453,143.6767,2003
-38.7114,143.5675,2003
-38.7369,143.5750,2003
-38.8544,143.5119,2003
-38.4500,143.9372,2003
-38.4514,143.9361,2003
-41.1697,146.0533,2003
-41.3708,148.0547,2004
-41.3719,148.0631,2004
-41.0914,145.9656,2004
-41.6800,148.1811,2004
-41.6586,148.0764,2004
-42.1350,147.1381,2004
-41.2856,146.2539,2004
-41.1625,146.0633,2004
-41.3222,146.3669,2004
-41.3911,147.3494,2004
-41.3917,147.3494,2004
-41.3994,147.3286,2004
-41.4039,147.3442,2004
-41.4244,147.3928,2004
-41.4036,147.3642,2004
-41.4150,147.3761,2004
-41.4269,147.3811,2004
-40.7794,144.8825,2004
-40.7486,144.8786,2004
-40.8189,144.9844,2004
-41.3086,147.6597,2004
-41.2669,147.4194,2004
-42.4800,147.5383,2004
-41.2281,146.0456,2004
-41.3650,147.5633,2004
-41.3650,147.5644,2004
-42.7514,146.5083,2004
-42.7522,146.5094,2004
-42.7522,146.5111,2004
-42.7528,146.5125,2004
-42.7531,146.5136,2004
-42.7511,146.5206,2004
-42.7514,146.5183,2004
-42.7514,146.5225,2004
-42.7517,146.5233,2004
-42.7522,146.5167,2004
-42.7525,146.5156,2004
-41.3789,148.0333,2004
-41.3639,145.5808,2004
-37.2789,143.2397,2004
-37.2858,143.2364,2004
-37.4572,144.2685,2004
